Local Authority,Local Electoral Area,Dwelling Type,RT Number,Number of Bedrooms,Number of Bed Spaces,BER,Rent (Month),Floor Space m2,Match Score,ED Name,Tenancy Start,Tenancy Updated
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01254802-25,1,1,D2,"1,940.00",47,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00938033-25,1,2,D2,"2,023.00",47,,PEMBROKE WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01277522-26,1,1,D1,"1,978.00",47,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01320153-26,1,2,D2,"1,820.00",50,,PEMBROKE WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01254860-25,1,2,D2,"1,662.00",50,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01254916-25,1,2,D2,"2,139.00",50,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01254828-25,1,2,D2,"1,927.00",50,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01223783-25,1,2,D2,"2,059.50",50,,PEMBROKE WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01531778,2,4,D2,"3,036.00",84,,PEMBROKE WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0725-01477944,2,4,D2,"2,756.00",84,,PEMBROKE WEST B,07/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01617323,2,4,D2,"2,697.00",84,,PEMBROKE WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0325-01358590,2,4,D2,"3,439.00",84,,PEMBROKE WEST B,03/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01299325-26,2,4,D2,"3,141.00",84,,PEMBROKE WEST B,01/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01254883-25,2,4,D2,"2,256.00",84,,PEMBROKE WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01656355,2,4,D1,"3,483.00",84,,PEMBROKE WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01552238,2,4,D1,"2,657.00",84,,PEMBROKE WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01576244,1,2,,"1,150.00",32,,RATHMINES WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0225-01331057-26,1,2,,"1,819.00",32,,RATHMINES WEST B,02/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1119-01542338-25,1,2,,950.00,33,,RATHMINES WEST B,11/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0824-01109037-25,1,2,,"1,900.00",33,,RATHMINES WEST B,08/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0424-00950072-25,1,2,,890.00,33,,RATHMINES WEST B,04/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01632414,1,2,,"1,440.00",65,,RATHMINES WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-00983676-25,1,2,,630.00,65,,RATHMINES WEST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01719424,1,1,,"1,200.00",64,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0125-01271093-25,1,2,C1,"2,000.00",45,,RATHMINES WEST B,01/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01129198-25,1,2,C1,"2,000.00",50,,RATHMINES WEST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01400611,1,1,C3,"1,950.00",43,,RATHMINES WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01714686,1,2,,"1,100.00",35,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01752739,1,2,,"1,875.00",35,,RATHMINES WEST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0226-01744138,1,0,,"1,400.00",35,,RATHMINES WEST B,02/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01450289-26,1,2,,800.00,35,,RATHMINES WEST B,06/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01733855,1,2,,"1,329.00",35,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1022-00279400-25,1,2,,"1,546.00",35,,RATHMINES WEST B,10/2022,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01715260,1,1,,850.00,35,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01587094,1,0,,"1,600.00",35,,RATHMINES WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01020028-25,1,2,D1,"1,551.00",56,,RATHMINES WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01638971,1,2,,"1,445.00",60,,RATHMINES WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01645859,1,2,,"2,086.00",60,,RATHMINES WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01573490,1,2,,"1,739.00",60,,RATHMINES WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0519-01480926-25,1,1,,"1,275.00",60,,RATHMINES WEST B,05/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0924-01129958-25,1,2,C3,"1,800.00",40,,RATHMINES WEST B,09/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1125-01642370,1,1,D1,"1,370.00",40,,RATHMINES WEST B,11/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01452360,1,1,D2,"2,250.00",41,,RATHMINES WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0320-01585202-26,1,2,D1,"1,442.00",42,,RATHMINES WEST B,03/2020,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01387072,1,1,D1,"1,455.00",42,,RATHMINES WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01070459-25,1,0,C3,"1,745.00",45,,RATHMINES WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01580028,1,1,D2,"2,200.00",45,,RATHMINES WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0624-01022846-25,1,1,E1,"1,386.00",45,,RATHMINES WEST B,06/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01224797-25,1,1,D2,"1,963.00",47,,RATHMINES WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0326-01796655,1,2,,"1,727.00",45,,RATHMINES WEST B,03/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01707185,1,0,,"1,400.00",45,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01465851,1,2,,"2,000.00",60,,RATHMINES WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01412513,1,2,,"1,200.00",60,,RATHMINES WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0625-01452303,1,1,D1,"2,150.00",50,,RATHMINES WEST B,06/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01580406-25,1,2,F,"1,775.00",50,,RATHMINES WEST B,09/2025,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0126-01699688,1,1,,"1,758.00",50,,RATHMINES WEST B,01/2026,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1025-01627296,1,0,,"1,600.00",50,,RATHMINES WEST B,10/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0819-01507171-25,1,2,,"1,191.67",50,,RATHMINES WEST B,08/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1220-01693026-25,1,2,,"1,590.00",50,,RATHMINES WEST B,12/2020,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0319-01463960-25,1,2,,"1,196.10",50,,RATHMINES WEST B,03/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01386151,1,0,,"1,240.00",50,,RATHMINES WEST B,04/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1019-01530722-25,1,1,,"1,184.00",54,,RATHMINES WEST B,10/2019,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01051495-25,1,2,,"2,500.00",51,,RATHMINES WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01078947-25,2,2,C1,"2,900.00",60,,RATHMINES WEST B,07/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0825-01541717,2,4,C2,"2,110.00",59,,RATHMINES WEST B,08/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0925-01549490,2,2,C2,"2,550.00",61,,RATHMINES WEST B,09/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0524-01003548-25,2,2,C3,"2,650.00",70,,RATHMINES WEST B,05/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01416575,2,4,D1,"2,000.00",67,,RATHMINES WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01250864-25,2,4,D1,"2,450.00",59,,RATHMINES WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1224-01243817-25,2,0,D1,"2,374.00",87,,RATHMINES WEST B,12/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1124-01224085-25,2,4,D1,"2,254.00",65,,RATHMINES WEST B,11/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1024-01177261-25,2,4,D1,"1,546.00",65,,RATHMINES WEST B,10/2024,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01696845-26,2,2,E2,"1,700.00",80,,RATHMINES WEST B,12/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1225-01667839,2,0,,"1,270.00",80,,RATHMINES WEST B,12/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0525-01427948,2,0,,"2,079.00",80,,RATHMINES WEST B,05/2025,
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-1018-01410437-25,2,0,,"1,500.00",80,,RATHMINES WEST B,10/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0818-01372984-25,2,3,,"1,250.00",79,,RATHMINES WEST B,08/2018,2025
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0425-01394568-26,2,2,,"1,736.00",75,,RATHMINES WEST B,04/2025,2026
DUBLIN CITY COUNTY COUNCIL,Pembroke,Apartment / Flat,RT-0724-01066145-25,2,0,,"1,705.00",87,,RATHMINES WEST B,07/2024,2025
